OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
escape;highway > special road types > escape;For runaway truck ramps, runaway truck lanes, emergency escape ramps, or truck arrester beds. It enables vehicles with braking failure to safely stop.;['truck stop', 'bus stop', 'intersection', 'road', 'street', 'rescue service', 'food truck', 'platform', 'airport gate', 'bus station', 'rv park', 'parking', 'driving school', 'taxi stand', 'airport terminal', 'international airport', 'airfield', 'light rail station', 'airport tram station', 'golf driving range'];[0.5113365650177002, 0.3664833903312683, 0.36624056100845337, 0.34885916113853455, 0.3031969368457794, 0.29880771040916443, 0.29486650228500366, 0.27551567554473877, 0.2702338993549347, 0.2663262188434601, 0.26537618041038513, 0.26123350858688354, 0.2556751072406769, 0.25546929240226746, 0.25400447845458984, 0.2503339648246765, 0.2475944459438324, 0.24642714858055115, 0.24523599445819855, 0.24438974261283875];road;For runaway truck ramps, runaway truck lanes, emergency escape ramps, or truck arrester beds. It enables vehicles with braking failure to safely stop.;travel transportation > road;road;1;1;0;1;highway;highway > special road types
raceway;highway > special road types > raceway;A course or track for (motor) racing;['racecourse', 'race track', 'track', 'running track', 'running club', 'golf driving range', 'road', 'golf course', 'disc golf course', 'mini golf course', 'intersection', 'train', 'truck stop', 'motorsports store', 'equestrian facility', 'bike trail', 'street', 'track stadium', 'go kart track', 'swimming club'];[0.5911127328872681, 0.5415662527084351, 0.512444019317627, 0.48849987983703613, 0.47425949573516846, 0.41233885288238525, 0.39746785163879395, 0.3695593476295471, 0.3609233498573303, 0.3430614769458771, 0.34137654304504395, 0.32796740531921387, 0.3209630250930786, 0.3204535245895386, 0.3167334198951721, 0.3129820227622986, 0.3117995262145996, 0.30745410919189453, 0.30625683069229126, 0.2947329580783844];race track;A course or track for (motor) racing;sports recreation > race track;race track;1;1;0;1;highway;highway > special road types
road;highway > special road types > road;A road/way/street/motorway/etc. of unknown type. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc. has been properly surveyed. If you do know the road type, do not use this value, instead use one of the more specific highway=* values.;['road', 'intersection', 'truck stop', 'street', 'bridge', 'taxi stand', 'platform', 'public transportation', 'transport hub', 'transportation service', 'pedestrian plaza', 'well', 'hill', 'bus stop', 'golf driving range', 'driving school', 'toll booth', 'stable', 'structure', 'landmarks outdoors'];[0.46105509996414185, 0.4222515821456909, 0.3696741461753845, 0.36886996030807495, 0.335891991853714, 0.3267630934715271, 0.32005345821380615, 0.29543063044548035, 0.2920891344547272, 0.2882528305053711, 0.2878126800060272, 0.2843218147754669, 0.2819858193397522, 0.28182452917099, 0.2761172950267792, 0.2750241756439209, 0.2712877690792084, 0.27092695236206055, 0.2704152762889862, 0.2679961323738098];road;A road/way/street/motorway/etc. of unknown type. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc. has been properly surveyed. If you do know the road type, do not use this value, instead use one of the more specific highway=* values.;travel transportation > road;road;1;1;1;1;highway;highway > special road types
busway;highway > special road types > busway;A dedicated roadway for bus rapid transit systems;['bus line', 'bus station', 'road', 'bus stop', 'charter bus', 'public transportation', 'street', 'transport hub', 'intersection', 'transportation service', 'airport service', 'airport', 'rail station', 'light rail station', 'platform', 'truck stop', 'toll plaza', 'international airport', 'airport terminal', 'metro station'];[0.5981650352478027, 0.5724753141403198, 0.5632311701774597, 0.5311769247055054, 0.5281978249549866, 0.514039158821106, 0.5128758549690247, 0.4962589144706726, 0.49153387546539307, 0.4834389388561249, 0.4554135203361511, 0.4477130174636841, 0.44066178798675537, 0.4406149983406067, 0.43767741322517395, 0.4369202256202698, 0.4304311275482178, 0.4274875223636627, 0.4199250340461731, 0.41040486097335815];public transportation;A dedicated roadway for bus rapid transit systems;travel transportation > transportation service > public transportation > bus line;bus line;0;1;1;1;highway;highway > special road types
footway;highway > paths > footway;"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag. Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles. For ramps (sloped paths without steps), combine this tag with incline=*.";['road', 'pedestrian plaza', 'bike trail', 'street', 'hiking trail', 'hill', 'intersection', 'landmarks outdoors', 'parking', 'great outdoors', 'playground', 'structure', 'neighborhood', 'well', 'public transportation', 'rock climbing spot', 'bridge', 'stable', 'rest area', 'travel transportation'];[0.38551393151283264, 0.3759990334510803, 0.35277795791625977, 0.3447430431842804, 0.31970950961112976, 0.31595340371131897, 0.3134855031967163, 0.2957814335823059, 0.2936289608478546, 0.2927617132663727, 0.2906295657157898, 0.2887380123138428, 0.28678956627845764, 0.2738828659057617, 0.2728781998157501, 0.26975446939468384, 0.2674131691455841, 0.2635865807533264, 0.26121312379837036, 0.2611197233200073];pedestrian plaza;"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag. Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles. For ramps (sloped paths without steps), combine this tag with incline=*.";landmarks outdoors > hiking trail;hiking trail;0;1;0;1;highway;highway > paths
bridleway;highway > paths > bridleway;For horse riders. Pedestrians are usually also permitted, cyclists may be permitted depending on local rules/laws. Motor vehicles are forbidden.;['road', 'street', 'parking', 'intersection', 'equestrian facility', 'bus stop', 'bike rental', 'bike trail', 'golf driving range', 'border crossing', 'racecourse', 'travel transportation', 'truck stop', 'rest area', 'bus line', 'public transportation', 'bus station', 'driving school', 'race track', 'rental car location'];[0.41046398878097534, 0.38700568675994873, 0.38103824853897095, 0.36906373500823975, 0.3538931608200073, 0.3440558910369873, 0.33320122957229614, 0.3195886015892029, 0.3152811527252197, 0.2922387719154358, 0.29062917828559875, 0.28512585163116455, 0.27988195419311523, 0.279840350151062, 0.27658411860466003, 0.2689909338951111, 0.26700931787490845, 0.2634539008140564, 0.2591276168823242, 0.2573339343070984];equestrian facility;For horse riders. Pedestrians are usually also permitted, cyclists may be permitted depending on local rules/laws. Motor vehicles are forbidden.;sports recreation > equestrian facility;equestrian facility;1;1;0;1;highway;highway > paths
steps;highway > paths > steps;For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps;['airport ticket counter', 'road', 'bus line', 'street', 'travel agency', 'airport gate', 'marche restaurant', 'pier', 'moving target', 'transportation service', 'toll booth', 'truck stop', 'hill', 'inn', 'taxi', 'intersection', 'tour provider', 'track', 'golf driving range', 'travel transportation'];[0.3763222396373749, 0.29653608798980713, 0.2550046443939209, 0.24450798332691193, 0.2379162609577179, 0.2353975772857666, 0.2241368591785431, 0.2200961410999298, 0.21875408291816711, 0.21404539048671722, 0.21305598318576813, 0.21160975098609924, 0.2087251991033554, 0.20656931400299072, 0.20581309497356415, 0.2014431208372116, 0.19867755472660065, 0.1978071928024292, 0.19564008712768555, 0.19506731629371643];travel transportation;For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps;travel transportation;travel transportation;1;1;0;1;highway;highway > paths
corridor;highway > paths > corridor;For a hallway inside of a building.;['city hall', 'road', 'residential building', 'town hall', 'college engineering building', 'college residence hall', 'capitol building', 'street', 'structure', 'tunnel', 'inn', 'apartment condo', 'college communications building', 'home private', 'office building', 'college administrative building', 'bridge', 'pedestrian plaza', 'college arts building', 'government building'];[0.47043633460998535, 0.3914165496826172, 0.3777596056461334, 0.37721630930900574, 0.3696896433830261, 0.3464304804801941, 0.3458041548728943, 0.3423343598842621, 0.33850663900375366, 0.3373771905899048, 0.3362826108932495, 0.3238977789878845, 0.3151448667049408, 0.3131740093231201, 0.3118517994880676, 0.31015509366989136, 0.3093493580818176, 0.3076329827308655, 0.30462002754211426, 0.3036169111728668];structure;For a hallway inside of a building.;travel transportation;travel transportation;0;0;0;0;highway;highway > paths
path;highway > paths > path;A non-specific path. Use highway=footway for paths mainly for walkers, highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horse riders as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles.;['road', 'street', 'travel transportation', 'bike trail', 'platform', 'rest area', 'hiking trail', 'intersection', 'public transportation', 'parking', 'transportation service', 'transport hub', 'farm', 'train', 'heliport', 'hill', 'great outdoors', 'rv park', 'bike rental', 'bus line'];[0.5255165100097656, 0.44575533270835876, 0.4030684232711792, 0.3990083336830139, 0.38144171237945557, 0.3716477155685425, 0.3702602982521057, 0.3671717941761017, 0.3501434922218323, 0.34354647994041443, 0.3404300808906555, 0.3227245509624481, 0.3204873502254486, 0.31515008211135864, 0.31498709321022034, 0.3148682117462158, 0.3136330842971802, 0.31179916858673096, 0.3082985281944275, 0.30703312158584595];hiking trail;A non-specific path. Use highway=footway for paths mainly for walkers, highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horse riders as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles.;travel transportation;travel transportation;0;1;0;1;highway;highway > paths
via ferrata;highway > paths > via ferrata;A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing.;['cable car', 'platform', 'road', 'travel transportation', 'bridge', 'train', 'public transportation', 'rescue service', 'street', 'transportation service', 'intersection', 'border crossing', 'taxi', 'pier', 'tunnel', 'moving target', 'hiking trail', 'structure', 'truck stop', 'canal lock'];[0.42839673161506653, 0.359833300113678, 0.35419952869415283, 0.3247067332267761, 0.3214235305786133, 0.31061697006225586, 0.3022753596305847, 0.3011108636856079, 0.29291725158691406, 0.29187455773353577, 0.29083263874053955, 0.2841329872608185, 0.28333422541618347, 0.2794771194458008, 0.2767793536186218, 0.2739173173904419, 0.27201688289642334, 0.26856738328933716, 0.26270779967308044, 0.26144173741340637];hiking trail;A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing.;landmarks outdoors > rock climbing spot;rock climbing spot;0;0;0;0;highway;highway > paths
