OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
obelisk;man made > man made > obelisk;Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top.;['monument', 'sculpture garden', 'structure', 'memorial site', 'waterfall', 'rock climbing spot', 'lighthouse', 'stable', 'outdoor sculpture', 'palace'];[0.44821786880493164, 0.38274115324020386, 0.3154826760292053, 0.30647826194763184, 0.2793145179748535, 0.2709745168685913, 0.27030298113822937, 0.26109564304351807, 0.25915148854255676, 0.2589859366416931];monument;Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top.;landmarks outdoors > monument;monument;1;1;1;1;man made;man made > man made
observatory;man made > man made > observatory;Observatory: a location used for observing terrestrial or celestial events.;['observatory', 'planetarium', 'psychic astrologer', 'scientific equipment supplier', 'outdoor event space', 'tree', 'forest', 'structure', 'event', 'landmarks outdoors'];[0.5006731152534485, 0.36788395047187805, 0.3310786783695221, 0.25516486167907715, 0.24451228976249695, 0.24402306973934174, 0.23989851772785187, 0.23906606435775757, 0.2284848392009735, 0.22693783044815063];observatory;Observatory: a location used for observing terrestrial or celestial events.;community government > observatory;observatory;1;1;1;1;man made;man made > man made
offshore platform;man made > man made > offshore platform;Offshore platform, oil platform or offshore drilling rig;['petroleum supplier', 'deck patio contractor', 'platform', 'boat launch', 'plastics supplier', 'industrial equipment supplier', 'manufacturer', 'scientific equipment supplier', 'rubber supplier', 'metals supplier'];[0.39778536558151245, 0.2876480519771576, 0.2849714756011963, 0.2570684254169464, 0.255988746881485, 0.2548544108867645, 0.2544563114643097, 0.2510964274406433, 0.23384079337120056, 0.23367644846439362];platform;Offshore platform, oil platform or offshore drilling rig;business professional services > petroleum supplier;petroleum supplier;0;1;1;1;man made;man made > man made
petroleum well;man made > man made > petroleum well;A hole bored in the earth, designed to bring petroleum oil or gas to the surface;['petroleum supplier', 'chemicals gasses manufacturer', 'oil change service', 'deck patio contractor', 'fuel station', 'general contractor', 'bathroom contractor', 'plastics supplier', 'sewer contractor', 'geological service'];[0.4507415294647217, 0.334697425365448, 0.2692832052707672, 0.24109095335006714, 0.2345028519630432, 0.21768340468406677, 0.1997271180152893, 0.19964763522148132, 0.197585791349411, 0.1946997493505478];petroleum supplier;A hole bored in the earth, designed to bring petroleum oil or gas to the surface;business professional services > petroleum supplier;petroleum supplier;1;1;1;1;man made;man made > man made
pier;man made > man made > pier;A pier is a raised walkway over water, supported by widely spread piles or pillars.;['pier', 'deck patio contractor', 'waterfront', 'reservoir', 'sailing club', 'roof deck', 'harbor marina', 'boat launch', 'rafting spot', 'lighthouse'];[0.49243515729904175, 0.2690318822860718, 0.25878822803497314, 0.25596553087234497, 0.25169503688812256, 0.24918913841247559, 0.24882373213768005, 0.24206970632076263, 0.24096716940402985, 0.24004679918289185];pier;A pier is a raised walkway over water, supported by widely spread piles or pillars.;travel transportation > pier;pier;1;1;1;1;man made;man made > man made
pipeline;man made > man made > pipeline;A major pipeline carrying gas, water, oil, etc.;['petroleum supplier', 'sewer contractor', 'chemicals gasses manufacturer', 'plumber', 'industrial equipment supplier', 'plastics supplier', 'bathroom contractor', 'construction supplies store', 'rubber supplier', 'manufacturer'];[0.39182642102241516, 0.36839085817337036, 0.36260080337524414, 0.3313296437263489, 0.2688014507293701, 0.2649441957473755, 0.2639366388320923, 0.25668734312057495, 0.2555202841758728, 0.2496582567691803];petroleum supplier;A major pipeline carrying gas, water, oil, etc.;business professional services;business professional services;0;0;0;0;man made;man made > man made
reservoir covered;man made > man made > reservoir covered;A covered reservoir is a large man-made tank for holding fresh water;['reservoir', 'water treatment service', 'aquarium', 'canoe kayak rental', 'water park', 'water sports', 'swimming pool', 'dam', 'swimming pool maintenance service', 'swimming'];[0.44453418254852295, 0.3038439154624939, 0.27011263370513916, 0.2451583296060562, 0.2445259839296341, 0.23691362142562866, 0.2235310971736908, 0.2181093990802765, 0.20898237824440002, 0.19920969009399414];reservoir;A covered reservoir is a large man-made tank for holding fresh water;landmarks outdoors > reservoir;reservoir;1;1;1;1;man made;man made > man made
sewer vent;man made > man made > sewer vent;Used to map sewer vent pipes.;['sewer contractor', 'plumber', 'bathroom contractor', 'heating ventilating air conditioning contractor', 'public bathroom', 'canal', 'city hall', 'smog check shop', 'construction supplies store', 'bridge'];[0.3827238380908966, 0.2864147424697876, 0.2839488089084625, 0.2650860846042633, 0.25354790687561035, 0.20318417251110077, 0.2028457075357437, 0.19653010368347168, 0.1914723664522171, 0.19136376678943634];sewer contractor;Used to map sewer vent pipes.;business professional services > home improvement service > sewer contractor;sewer contractor;1;1;1;1;man made;man made > man made
silo;man made > man made > silo;A storage container for bulk material, often grains such as corn or wheat.;['packaging supply store', 'farmers market', 'construction supplies store', 'organic grocery', 'textiles store', 'big box store', 'plastics supplier', 'kuruyemisci shop', 'imported food store', 'butcher'];[0.2919067442417145, 0.25132206082344055, 0.22729313373565674, 0.22438779473304749, 0.20822037756443024, 0.20688199996948242, 0.20562902092933655, 0.20229670405387878, 0.20159341394901276, 0.19513103365898132];packaging supply store;A storage container for bulk material, often grains such as corn or wheat.;business professional services > storage facility;storage facility;0;0;0;0;man made;man made > man made
snow fence;man made > man made > snow fence;A fence-like structure built to redirect drifting snow.;['fence contractor', 'snow sports', 'ski lodge', 'ski chalet', 'ski resort area', 'ski trail', 'structure', 'bridge', 'ski chairlift', 'field'];[0.3873719573020935, 0.33185455203056335, 0.29574453830718994, 0.2844972610473633, 0.2835732698440552, 0.2754751443862915, 0.25150007009506226, 0.23089386522769928, 0.22163698077201843, 0.21165534853935242];snow sports;A fence-like structure built to redirect drifting snow.;business professional services > home improvement service > fence contractor;fence contractor;0;1;1;1;man made;man made > man made
snow net;man made > man made > snow net;A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches;['fence contractor', 'ski lodge', 'ski trail', 'ski resort area', 'ski chalet', 'snow sports', 'ski chairlift', 'hockey field', 'hockey rink', 'mountain hut'];[0.4017724394798279, 0.38263005018234253, 0.35479286313056946, 0.3424152731895447, 0.3372257947921753, 0.3045497238636017, 0.2888886034488678, 0.28420647978782654, 0.25861412286758423, 0.23831599950790405];fence contractor;A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches;business professional services > home improvement service > fence contractor;fence contractor;1;1;1;1;man made;man made > man made
storage tank;man made > man made > storage tank;A container that holds liquids or compressed gases.;['baggage locker', 'packaging supply store', 'chemicals gasses manufacturer', 'storage facility', 'luggage store', 'refrigeration ice supplier', 'construction supplies store', 'fuel station', 'medical supply store', 'party supply store'];[0.40263280272483826, 0.3521324396133423, 0.3161953091621399, 0.3154432475566864, 0.31343889236450195, 0.2880716323852539, 0.27817416191101074, 0.2720739245414734, 0.27164673805236816, 0.2706393003463745];storage facility;A container that holds liquids or compressed gases.;business professional services > storage facility;storage facility;1;1;0;1;man made;man made > man made
street cabinet;man made > man made > street cabinet;A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.;['electrical equipment supplier', 'electrician', 'power plant', 'bathroom contractor', 'lighting store', 'industrial equipment supplier', 'utility company', 'scientific equipment supplier', 'kitchen remodeler', 'general contractor'];[0.4962186813354492, 0.48236560821533203, 0.4447871744632721, 0.4197036027908325, 0.4174796938896179, 0.41074249148368835, 0.39677494764328003, 0.393295556306839, 0.3748621940612793, 0.37465402483940125];utility company;A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.;business professional services > electrical equipment supplier;electrical equipment supplier;0;1;1;1;man made;man made > man made
stupa;man made > man made > stupa;A Buddhist dome-shaped structure with a spire on top.;['buddhist temple', 'sikh temple', 'roof deck', 'temple', 'monastery', 'hindu temple', 'confucian temple', 'shrine', 'structure', 'mosque'];[0.46606773138046265, 0.36613142490386963, 0.3647429347038269, 0.36101487278938293, 0.36004090309143066, 0.3540891408920288, 0.35100677609443665, 0.3494989275932312, 0.3349785804748535, 0.3131887912750244];buddhist temple;A Buddhist dome-shaped structure with a spire on top.;community government > spiritual center > buddhist temple;buddhist temple;1;1;1;1;man made;man made > man made
surveillance;man made > man made > surveillance;A surveillance camera or other type of surveillance equipment.;['camera store', 'photography lab', 'photography service', 'industrial equipment supplier', 'photographer', 'scientific equipment supplier', 'photography studio', 'manufacturer', 'video store', 'law enforcement public safety'];[0.33753901720046997, 0.2866078317165375, 0.26134997606277466, 0.25527653098106384, 0.25464266538619995, 0.24551326036453247, 0.24096286296844482, 0.2380872368812561, 0.22447064518928528, 0.22362342476844788];law enforcement public safety;A surveillance camera or other type of surveillance equipment.;business professional services > security safety;security safety;0;0;0;0;man made;man made > man made
survey point;man made > man made > survey point;A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.;['structure', 'rock climbing spot', 'roof deck', 'carpenter', 'stable', 'mountain hut', 'landmarks outdoors', 'tree', 'monument', 'mountain'];[0.3822777271270752, 0.3662448823451996, 0.3280677795410156, 0.3206726014614105, 0.3119525611400604, 0.309567928314209, 0.30797070264816284, 0.3077670931816101, 0.30741086602211, 0.30155670642852783];structure;A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.;business professional services > geological service;geological service;0;0;0;0;man made;man made > man made
tailings pond;man made > man made > tailings pond;A body of liquid or slurry used to store byproducts of mining operations.;['floating market', 'fishing store', 'water treatment service', 'chemicals gasses manufacturer', 'metals supplier', 'swimming pool maintenance service', 'petroleum supplier', 'rubber supplier', 'water sports', 'plastics supplier'];[0.2965714931488037, 0.2869691252708435, 0.2841649055480957, 0.27890485525131226, 0.2760087847709656, 0.2654033601284027, 0.26155388355255127, 0.2594141364097595, 0.2571098208427429, 0.25006261467933655];water treatment service;A body of liquid or slurry used to store byproducts of mining operations.;business professional services > waste management service;waste management service;0;0;0;0;man made;man made > man made
