OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
education;landuse > common landuse key values developed land > education;An area predominately used for educational purposes/facilities.;['nursery school', 'driving school', 'education', 'elementary school', 'middle school'];[0.39990752935409546, 0.3590046167373657, 0.3559919595718384, 0.3450067341327667, 0.342962384223938];education;An area predominately used for educational purposes/facilities.;community government > education;education;1;1;0;1;landuse;landuse > common landuse key values developed land
fairground;landuse > common landuse key values developed land > fairground;A site where a fair takes place;['street fair', 'trade fair', 'fair', 'historic protected site', 'farm'];[0.47033703327178955, 0.4219908118247986, 0.38866719603538513, 0.3589591383934021, 0.35459116101264954];fair;A site where a fair takes place;event > marketplace > street fair;street fair;0;1;1;1;landuse;landuse > common landuse key values developed land
industrial;landuse > common landuse key values developed land > industrial;Predominantly industrial landuses such as workshops, factories, or warehouses.;['industrial estate', 'auto workshop', 'farm', 'agriculture forestry service', 'industrial equipment supplier'];[0.3678911328315735, 0.3678090274333954, 0.3224395513534546, 0.31813615560531616, 0.3129388093948364];industrial estate;Predominantly industrial landuses such as workshops, factories, or warehouses.;business professional services > industrial estate;industrial estate;1;1;1;1;landuse;landuse > common landuse key values developed land
residential;landuse > common landuse key values developed land > residential;"Land where people reside; predominantly residential detached (single houses, grouped dwellings), or attached (apartments, flats, units) dwellings. For ""Mixed-Use"" areas where more than half of the land is residential, tag as residential.
See also: Land use and areas of natural land#Open questions and Land use and areas of natural land § Open questions";['housing development', 'home private', 'residential building', 'apartment condo', 'housing authority'];[0.42011043429374695, 0.39250123500823975, 0.39149582386016846, 0.36341118812561035, 0.3352074921131134];housing development;"Land where people reside; predominantly residential detached (single houses, grouped dwellings), or attached (apartments, flats, units) dwellings. For ""Mixed-Use"" areas where more than half of the land is residential, tag as residential.
See also: Land use and areas of natural land#Open questions and Land use and areas of natural land § Open questions";community government > residential building;residential building;0;1;0;1;landuse;landuse > common landuse key values developed land
retail;landuse > common landuse key values developed land > retail;"Predominantly retail businesses such as shops. Retail businesses sell physical goods such as food (prepared or grocery), clothing, medicine, stationary, appliances, tools, or other similar physical items. Retail businesses have high amounts of public foot traffic. Retail businesses do not exclusively provide or sell their services. For businesses which sell services see landuse=commercial.
Generally a member of the public could freely walk into and access a retail business. Retail is a subset of commercial, but should be used and treated as mutually exclusive in OpenStreetMap.";['market', 'farmers market', 'retail', 'food beverage retail', 'sporting goods retail'];[0.4964594841003418, 0.48914748430252075, 0.4844985008239746, 0.4797579050064087, 0.4696608781814575];retail;"Predominantly retail businesses such as shops. Retail businesses sell physical goods such as food (prepared or grocery), clothing, medicine, stationary, appliances, tools, or other similar physical items. Retail businesses have high amounts of public foot traffic. Retail businesses do not exclusively provide or sell their services. For businesses which sell services see landuse=commercial.
Generally a member of the public could freely walk into and access a retail business. Retail is a subset of commercial, but should be used and treated as mutually exclusive in OpenStreetMap.";retail;retail;1;1;0;1;landuse;landuse > common landuse key values developed land
institutional;landuse > common landuse key values developed land > institutional;"Land used for institutional purposes, see Institution (disambiguation). Institutional land may contain one or more buildings like an office=government, office=ngo, office=association, amenity=social_facility and their associated infrastructure (car parks, service roads, yards and so-on) inside the area.
The meaning of this tag is ambiguous and unclear by some. Consider using another tag that better describes the object. For instance landuse=civic_admin.";['environmental organization', 'residential building', 'housing authority', 'government building', 'apartment condo'];[0.3935747742652893, 0.3717769384384155, 0.36948978900909424, 0.3640265464782715, 0.3622417449951172];government building;"Land used for institutional purposes, see Institution (disambiguation). Institutional land may contain one or more buildings like an office=government, office=ngo, office=association, amenity=social_facility and their associated infrastructure (car parks, service roads, yards and so-on) inside the area.
The meaning of this tag is ambiguous and unclear by some. Consider using another tag that better describes the object. For instance landuse=civic_admin.";community government;community government;0;0;0;0;landuse;landuse > common landuse key values developed land
aquaculture;landuse > common landuse key values rural agricultural land > aquaculture;"Aquaculture is the farming of freshwater and saltwater organisms such as finfish, molluscs, crustaceans and aquatic plants.
Warning: currently, there is no convention on the exact meaning of this tag. Therefore, it makes sense to treat it like ""boundary of aquaculture"" (without implication of water body), which means, water body should be tagged by its own, using natural=water etc.";['swimming pool', 'fish market', 'water sports', 'swimming', 'swimming club'];[0.2860502600669861, 0.2755652368068695, 0.2603163719177246, 0.26026126742362976, 0.2507556080818176];fish market;"Aquaculture is the farming of freshwater and saltwater organisms such as finfish, molluscs, crustaceans and aquatic plants.
Warning: currently, there is no convention on the exact meaning of this tag. Therefore, it makes sense to treat it like ""boundary of aquaculture"" (without implication of water body), which means, water body should be tagged by its own, using natural=water etc.";business professional services > agriculture forestry service;agriculture forestry service;0;0;0;0;landuse;landuse > common landuse key values rural agricultural land
allotments;landuse > common landuse key values rural agricultural land > allotments;A piece of land given over to local residents for growing vegetables and flowers.;['garden', 'garden center', 'farm', 'botanical garden', 'landscaper gardener'];[0.39240407943725586, 0.3793219327926636, 0.37879055738449097, 0.36150774359703064, 0.3502877354621887];garden;A piece of land given over to local residents for growing vegetables and flowers.;landmarks outdoors > garden;garden;1;1;1;1;landuse;landuse > common landuse key values rural agricultural land
farmland;landuse > common landuse key values rural agricultural land > farmland;An area of farmland used for tillage (cereals, vegetables, oil plants, flowers).;['farm', 'agriculture forestry service', 'farmers market', 'garden center', 'garden'];[0.3327934741973877, 0.30269095301628113, 0.29729604721069336, 0.29489824175834656, 0.28718769550323486];farm;An area of farmland used for tillage (cereals, vegetables, oil plants, flowers).;landmarks outdoors > farm;farm;1;1;1;1;landuse;landuse > common landuse key values rural agricultural land
farmyard;landuse > common landuse key values rural agricultural land > farmyard;An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them.;['farm', 'garden', 'housing development', 'village', 'animal shelter'];[0.5094243288040161, 0.3675450086593628, 0.364831805229187, 0.35495463013648987, 0.3545985221862793];farm;An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them.;landmarks outdoors > farm;farm;1;1;1;1;landuse;landuse > common landuse key values rural agricultural land
