OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
water tower;man made > man made > water tower;Structure with a water tank at an altitude to increase pressure in water network;['well', 'dam', 'swimming pool', 'utility company', 'waterfall', 'tunnel', 'reservoir', 'water treatment service', 'fountain', 'structure'];[0.43375009298324585, 0.4259675443172455, 0.4037701487541199, 0.3925519585609436, 0.3605404496192932, 0.3540581464767456, 0.34778308868408203, 0.33568274974823, 0.31347593665122986, 0.30583810806274414];utility company;Structure with a water tank at an altitude to increase pressure in water network;business professional services > water treatment service;water treatment service;0;0;man made;man made > man made
water well;man made > man made > water well;A structural facility to access ground water, created by digging or drilling.;['well', 'tunnel', 'reservoir', 'dam', 'cave', 'general contractor', 'swimming pool', 'hot spring', 'sewer contractor', 'water treatment service'];[0.5821622610092163, 0.45127496123313904, 0.4324222207069397, 0.391804039478302, 0.3913915157318115, 0.3228965997695923, 0.3205363154411316, 0.3172961473464966, 0.3089038133621216, 0.30270254611968994];well;A structural facility to access ground water, created by digging or drilling.;landmarks outdoors > well;well;1;1;man made;man made > man made
water tap;man made > man made > water tap;Publicly usable water tap;['water treatment service', 'reservoir', 'utility company', 'dam', 'canal', 'swimming pool', 'hot spring', 'well', 'public bathroom', 'floating market'];[0.4922126531600952, 0.4273945689201355, 0.3707256019115448, 0.32219815254211426, 0.3119923770427704, 0.3027383089065552, 0.30121123790740967, 0.28661489486694336, 0.28156179189682007, 0.28013288974761963];well;Publicly usable water tap;business professional services > water treatment service;water treatment service;0;0;man made;man made > man made
water works;man made > man made > water works;A facility where water is treated to make it suitable for human consumption.;['water treatment service', 'swimming pool', 'utility company', 'reservoir', 'sewer contractor', 'floating market', 'water sports', 'plumber', 'boat ferry', 'swimming pool supply store'];[0.6950671672821045, 0.4320501983165741, 0.40030422806739807, 0.3941299319267273, 0.36482229828834534, 0.33883368968963623, 0.32792866230010986, 0.32688194513320923, 0.3251050114631653, 0.32320740818977356];water treatment service;A facility where water is treated to make it suitable for human consumption.;business professional services > water treatment service;water treatment service;1;1;man made;man made > man made
wildlife crossing;man made > man made > wildlife crossing;Structure that allow animals to cross human barriers safely.;['bridge', 'nature preserve', 'national park', 'race track', 'stable', 'landmarks outdoors', 'hiking trail', 'border crossing', 'structure', 'dam'];[0.4085943102836609, 0.4016980528831482, 0.36274009943008423, 0.3429621458053589, 0.32510340213775635, 0.3227899670600891, 0.31688791513442993, 0.3166477382183075, 0.2987586259841919, 0.2975267171859741];nature preserve;Structure that allow animals to cross human barriers safely.;landmarks outdoors;landmarks outdoors;0;1;man made;man made > man made
windmill;man made > man made > windmill;A traditional windmill, historically used to mill grain with wind power.;['windmill', 'machine shop', 'renewable energy service', 'farm', 'meadery', 'power plant', 'field', 'canal', 'industrial equipment supplier', 'engineer'];[0.5965360403060913, 0.23661692440509796, 0.2365673929452896, 0.22087574005126953, 0.21560800075531006, 0.21130892634391785, 0.1868102252483368, 0.1823042333126068, 0.17972862720489502, 0.17895716428756714];windmill;A traditional windmill, historically used to mill grain with wind power.;landmarks outdoors > windmill;windmill;1;1;man made;man made > man made
works;man made > man made > works;A factory or industrial production plant.;['factory', 'machine shop', 'manufacturer', 'chemicals gasses manufacturer', 'industrial equipment supplier', 'plastics supplier', 'construction supplies store', 'metals supplier', 'automation control system', 'power plant'];[0.49140453338623047, 0.4427523910999298, 0.3857078552246094, 0.37421274185180664, 0.3560261130332947, 0.35058653354644775, 0.31501227617263794, 0.3047484755516052, 0.29302990436553955, 0.29211199283599854];factory;A factory or industrial production plant.;business professional services > factory;factory;1;1;man made;man made > man made
academy;military > academy;A training establishment for military service members;['military base', 'veterans organization', 'flight school', 'fraternity house', 'military', 'community college', 'college residence hall', 'sorority house', 'martial arts dojo', 'student center'];[0.5774226188659668, 0.48741650581359863, 0.4524654150009155, 0.4463801681995392, 0.4402886927127838, 0.4122767150402069, 0.3948350250720978, 0.38393962383270264, 0.37514960765838623, 0.3730568289756775];military;A training establishment for military service members;community government > government building > military;military;1;1;military;military > academy
airfield;military > airfield;A place where military planes take off and land.;['airfield', 'airport', 'heliport', 'military base', 'airport gate', 'airport service', 'international airport', 'private airport', 'airport terminal', 'plane'];[0.5384327173233032, 0.4719685912132263, 0.45476454496383667, 0.4399334192276001, 0.3986318111419678, 0.37848716974258423, 0.3407319188117981, 0.3298361301422119, 0.2976789176464081, 0.2935203015804291];airfield;A place where military planes take off and land.;community government > government building > military > military base;military base;0;0;military;military > airfield
base;military > base;A facility where military personnel and equipment are based.;['military base', 'gymnastics center', 'fire station', 'storage facility', 'veterans organization', 'military', 'corporate amenity', 'climbing gym', 'airfield', 'distribution center'];[0.6680546998977661, 0.46596574783325195, 0.4548434019088745, 0.40220171213150024, 0.38608598709106445, 0.3825508952140808, 0.37988361716270447, 0.3782845139503479, 0.3678838908672333, 0.36679187417030334];military base;A facility where military personnel and equipment are based.;community government > government building > military > military base;military base;1;1;military;military > base
bunker;military > bunker;A building reinforced to withstand attack;['structure', 'castle', 'military', 'military base', 'cave', 'historic protected site', 'residential building', 'housing development', 'college engineering building', 'dam'];[0.41331052780151367, 0.41243207454681396, 0.38220858573913574, 0.34891772270202637, 0.33316242694854736, 0.3185272812843323, 0.30405381321907043, 0.30380430817604065, 0.29672038555145264, 0.2824653387069702];military;A building reinforced to withstand attack;community government > government building > military;military;1;1;military;military > bunker
barracks;military > barracks;Buildings where military personnel live and sleep.;['military base', 'lodging', 'cabin', 'castle', 'retirement home', 'bed breakfast', 'college residence hall', 'sauna', 'boarding house', 'homeless shelter'];[0.4057665765285492, 0.39441871643066406, 0.3453109562397003, 0.33915379643440247, 0.33820271492004395, 0.3318173885345459, 0.31838810443878174, 0.3103868365287781, 0.3064931333065033, 0.3010261058807373];military base;Buildings where military personnel live and sleep.;community government > government building > military > military base;military base;1;1;military;military > barracks
checkpoint;military > checkpoint;Place where civilian visitors and vehicles will be checked by a military authority.;['military base', 'vehicle inspection station', 'veterans organization', 'truck stop', 'parking', 'airport terminal', 'military', 'campground', 'mountain hut', 'police station'];[0.42809152603149414, 0.40248042345046997, 0.3657614290714264, 0.35568398237228394, 0.3487682342529297, 0.34625184535980225, 0.3458418548107147, 0.3452792763710022, 0.33520960807800293, 0.33363598585128784];military;Place where civilian visitors and vehicles will be checked by a military authority.;community government > government building > military;military;1;1;military;military > checkpoint
danger area;military > danger area;A danger area is a restricted area posing a threat to life or property.;['rescue service', 'hunting area', 'military base', 'fire station', 'military', 'security safety', 'police station', 'nature preserve', 'law enforcement public safety', 'gun range'];[0.4167966842651367, 0.4025907814502716, 0.3964715003967285, 0.39432716369628906, 0.3765830397605896, 0.3531980514526367, 0.34101375937461853, 0.3377091884613037, 0.3357352018356323, 0.2970219552516937];security safety;A danger area is a restricted area posing a threat to life or property.;community government > government building > military;military;0;0;military;military > danger area
nuclear explosion site;military > nuclear explosion site;Nuclear weapons test site;['military base', 'gun range', 'fireworks store', 'fire station', 'laboratory', 'volcano', 'military', 'gymnastics center', 'memorial site', 'laser tag center'];[0.3808298408985138, 0.3158996105194092, 0.29260092973709106, 0.28968560695648193, 0.28042787313461304, 0.27398109436035156, 0.2618963122367859, 0.2561625838279724, 0.253555566072464, 0.2474631369113922];military;Nuclear weapons test site;community government > government building > military;military;1;1;military;military > nuclear explosion site
obstacle course;military > obstacle course;A military obstacle course: a series of challenging physical obstructions an individual or team must navigate usually while being timed.;['track', 'ski trail', 'swimming club', 'escape room', 'running club', 'skydiving center', 'gymnastics', 'scuba diving instructor', 'military', 'disc golf course'];[0.39885610342025757, 0.32672616839408875, 0.3198915719985962, 0.31457945704460144, 0.3121700882911682, 0.3101201057434082, 0.3065343499183655, 0.30477792024612427, 0.29665759205818176, 0.28734180331230164];military;A military obstacle course: a series of challenging physical obstructions an individual or team must navigate usually while being timed.;community government > government building > military;military;1;1;military;military > obstacle course
office;military > office;Military offices, e.g. general staff office, military recruitment office etc;['military base', 'campaign office', 'corporate housing agency', 'office', 'office building', 'veterans organization', 'human resources agency', 'coworking space', 'corporate cafeteria', 'business center'];[0.5163280963897705, 0.497922420501709, 0.46901214122772217, 0.4664362072944641, 0.46264076232910156, 0.4495914578437805, 0.44654592871665955, 0.4316341280937195, 0.4074958860874176, 0.39542219042778015];military base;Military offices, e.g. general staff office, military recruitment office etc;community government > government building > military > military base;military base;1;1;military;military > office
