OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
pound;historic > pound;A former amenity to hold stray or seized animals, often walled.;['animal shelter', 'nature preserve', 'stable', 'national park', 'historic protected site'];[0.5571174621582031, 0.42169511318206787, 0.3950086832046509, 0.37895333766937256, 0.3442162573337555];historic protected site;A former amenity to hold stray or seized animals, often walled.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > pound
railway car;historic > railway car;A decommissioned railway car which generally remains in one place;['train', 'classic antique car dealership', 'tram station', 'light rail station', 'public transportation'];[0.4553706645965576, 0.357403427362442, 0.3230671286582947, 0.3210061192512512, 0.30482667684555054];train;A decommissioned railway car which generally remains in one place;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > railway car
road;historic > road;A road or street that is of historical importance.;['historic protected site', 'street', 'memorial site', 'castle', 'pedestrian plaza'];[0.5075079202651978, 0.4813419282436371, 0.45831820368766785, 0.43151095509529114, 0.4118766486644745];historic protected site;A road or street that is of historical importance.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > road
round tower;historic > round tower;Slim, conical tower built as a bell tower and watchtower in Ireland.;['castle', 'palace', 'lighthouse', 'kingdom hall', 'structure'];[0.3214836120605469, 0.2869020998477936, 0.27536600828170776, 0.27303558588027954, 0.2727707028388977];structure;Slim, conical tower built as a bell tower and watchtower in Ireland.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > round tower
ruins;historic > ruins;Remains of structures that were once complete, but have fallen into partial or complete disrepair.;['historic protected site', 'museum', 'history museum', 'structure', 'cave'];[0.4855606257915497, 0.40226510167121887, 0.38646045327186584, 0.37201395630836487, 0.35247790813446045];historic protected site;Remains of structures that were once complete, but have fallen into partial or complete disrepair.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > ruins
rune stone;historic > rune stone;Stones, boulders or bedrock with historical runic inscriptions.;['cave', 'historic protected site', 'volcano', 'rock climbing spot', 'well'];[0.4329812824726105, 0.39784544706344604, 0.37770646810531616, 0.372737318277359, 0.3276028633117676];historic protected site;Stones, boulders or bedrock with historical runic inscriptions.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > rune stone
shieling;historic > shieling;An abandoned mountain pasture;['farm', 'stable', 'national park', 'animal shelter', 'hill'];[0.5452139973640442, 0.44093891978263855, 0.4081973433494568, 0.39532896876335144, 0.391269326210022];national park;An abandoned mountain pasture;landmarks outdoors;landmarks outdoors;0;1;historic;historic > shieling
ship;historic > ship;A decommissioned ship/submarine which generally remains in one place;['marine terminal', 'port', 'lighthouse', 'cruise', 'harbor marina'];[0.37505149841308594, 0.3599179983139038, 0.343766450881958, 0.3411574959754944, 0.33755892515182495];port;A decommissioned ship/submarine which generally remains in one place;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > ship
stecak;historic > stecak;Specifies megalithic gravestone from medieval Bosnia.;['cemetery', 'historic protected site', 'bosnian restaurant', 'monument', 'kofte place'];[0.45554590225219727, 0.3314032554626465, 0.32393598556518555, 0.2648518681526184, 0.2608438730239868];historic protected site;Specifies megalithic gravestone from medieval Bosnia.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > stecak
stone;historic > stone;A stone shaped or placed by man with historical value.;['historic protected site', 'monument', 'cave', 'history museum', 'museum'];[0.4446662664413452, 0.4128398299217224, 0.37403106689453125, 0.35521143674850464, 0.3493565320968628];historic protected site;A stone shaped or placed by man with historical value.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > stone
tank;historic > tank;A decommissioned tank which generally remains in one place;['historic protected site', 'museum', 'dump', 'military base', 'cemetery'];[0.33717676997184753, 0.305919885635376, 0.3022870719432831, 0.2756417989730835, 0.2752944231033325];historic protected site;A decommissioned tank which generally remains in one place;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > tank
temple;historic > temple;An ancient pagan temple in_situ and in various degree of preservation, such as Ziggurat, Egyptian temple, Mithraeum, Erechtheion, Buddhist, Meso-American and other ancient religious and rituals' temples, with a historical and archaeological value.;['temple', 'buddhist temple', 'hindu temple', 'historic protected site', 'confucian temple'];[0.5131170749664307, 0.49443334341049194, 0.4884566068649292, 0.48694202303886414, 0.4730043411254883];temple;An ancient pagan temple in_situ and in various degree of preservation, such as Ziggurat, Egyptian temple, Mithraeum, Erechtheion, Buddhist, Meso-American and other ancient religious and rituals' temples, with a historical and archaeological value.;community government > spiritual center > temple;temple;1;1;historic;historic > temple
tomb;historic > tomb;A structure where somebody has been buried.;['cemetery', 'monument', 'historic protected site', 'memorial site', 'cave'];[0.6173787117004395, 0.536360502243042, 0.5157262086868286, 0.5130037069320679, 0.4606153964996338];cemetery;A structure where somebody has been buried.;community government > cemetery;cemetery;1;1;historic;historic > tomb
tower;historic > tower;This property distinguishes a tower as historic;['historic protected site', 'castle', 'palace', 'structure', 'monument'];[0.5759397745132446, 0.5590991973876953, 0.49247977137565613, 0.4373592138290405, 0.4276851713657379];historic protected site;This property distinguishes a tower as historic;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > tower
vehicle;historic > vehicle;A decommissioned vehicle which generally remains in one place;['classic antique car dealership', 'salvage yard', 'antique store', 'historic protected site', 'museum'];[0.4409026503562927, 0.3720884919166565, 0.36183100938796997, 0.35509243607521057, 0.3395272493362427];historic protected site;A decommissioned vehicle which generally remains in one place;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > vehicle
wayside cross;historic > wayside cross;A historical cross along a way, symbol of Christian faith.;['intersection', 'church', 'terreiro', 'hindu temple', 'temple'];[0.3448460102081299, 0.3369975686073303, 0.3238472640514374, 0.314946711063385, 0.31214332580566406];church;A historical cross along a way, symbol of Christian faith.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > wayside cross
wayside shrine;historic > wayside shrine;A shrine often showing a religious depiction. Tag is used also for modern shrines.;['shrine', 'temple', 'hindu temple', 'buddhist temple', 'sikh temple'];[0.49619513750076294, 0.4699004292488098, 0.4392247200012207, 0.416690468788147, 0.3677910566329956];shrine;A shrine often showing a religious depiction. Tag is used also for modern shrines.;community government > spiritual center > shrine;shrine;1;1;historic;historic > wayside shrine
wreck;historic > wreck;A nautical craft that has been sunk or destroyed.;['boat launch', 'pier', 'harbor marina', 'sailing club', 'port'];[0.4110274910926819, 0.370596706867218, 0.3566780090332031, 0.34917324781417847, 0.3321172297000885];port;A nautical craft that has been sunk or destroyed.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > wreck
